from,to,weight,Color1,Title1
69449,61928,1,#e87500,utdallas
69519,64417,1,#fdca21,bowiestate
68641,55305,1,#e87500,utdallas
69692,69519,1,#fdca21,bowiestate
61289,68976,1,#bf5700,utexas
43001,41953,1,#fa3927,cornell
68641,53041,1,#e87500,utdallas
68641,59885,1,#e87500,utdallas
68641,52570,1,#e87500,utdallas
68641,49944,1,#e87500,utdallas
64153,64188,1,#044a8f,baruch
57283,57179,1,#18453b,msu
69426,57748,1,#a50000,bradley
51713,68301,1,#e87500,utdallas
69487,69488,1,#e87500,utdallas
57155,50034,1,#18453b,msu
61896,69118,1,#861f41,vt
52384,6975,1,#fa3927,cornell
52384,2407,1,#fa3927,cornell
52384,6976,1,#fa3927,cornell
63273,63515,1,#e87500,utdallas
63273,63271,1,#e87500,utdallas
68579,57578,1,#a50000,bradley
57100,68141,1,#18453b,msu
69959,69936,1,#044a8f,baruch
61489,69787,1,#bf5700,utexas
68580,57612,1,#a50000,bradley
68584,58410,1,#a50000,bradley
68641,52798,1,#e87500,utdallas
69534,68301,1,#e87500,utdallas
69959,68348,1,#044a8f,baruch
63213,46906,1,#bf5700,utexas
68570,13997,1,#0e529a,depaul
70014,69359,1,#03458f,csn
61677,70055,1,#861f41,vt
44059,43944,1,#9e1b34,temple
62157,69983,1,#4b2e83,washington
63273,69826,1,#e87500,utdallas
57101,57784,1,#18453b,msu
69076,57784,1,#18453b,msu
49351,27961,1,#01235d,ucsd
68641,59884,1,#e87500,utdallas
51894,57645,1,#9e1b34,temple
61292,76573,1,#bf5700,utexas
76571,61332,1,#bf5700,utexas
50836,40363,1,#74b1de,columbia
46906,76573,1,#bf5700,utexas
60959,70436,1,#2774ae,ucla
70281,52570,1,#e87500,utdallas
70281,70437,1,#e87500,utdallas
63403,52548,1,#e87500,utdallas
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
69095,61677,1,#861f41,vt
70197,48776,1,#00549f,erau
62845,62449,1,#8b1d41,bcblp
68671,48652,1,#fa3927,cornell
69811,60964,1,#861f41,vt
70197,48777,1,#00549f,erau
56126,69118,1,#861f41,vt
56126,61222,1,#861f41,vt
68583,56291,1,#a50000,bradley
62973,59931,1,#a50000,bradley
68951,47223,1,#18453b,msu
69647,69646,1,#e87500,utdallas
70297,62449,1,#8b1d41,bcblp
69325,70217,1,#9e1b34,temple
69325,40945,1,#9e1b34,temple
61677,69118,1,#861f41,vt
56126,60964,1,#861f41,vt
56126,61219,1,#861f41,vt
70331,62449,1,#8b1d41,bcblp
70288,62449,1,#8b1d41,bcblp
70326,62449,1,#8b1d41,bcblp
70327,62449,1,#8b1d41,bcblp
70330,62449,1,#8b1d41,bcblp
70332,62449,1,#8b1d41,bcblp
47362,68205,1,#9e1b34,temple
70320,62449,1,#8b1d41,bcblp
70288,62448,1,#8b1d41,bcblp
70288,70326,1,#8b1d41,bcblp
70288,70320,1,#8b1d41,bcblp
63427,63863,1,#bf5700,utexas
56858,46019,1,#8b1f41,asu
61513,70283,1,#8b1f41,asu
61677,70163,1,#861f41,vt
63706,70437,1,#e87500,utdallas
68146,64189,1,#044a8f,baruch
70456,70458,1,#e87500,utdallas
70456,70450,1,#e87500,utdallas
34735,13467,1,#0e529a,depaul
17213,13467,1,#0e529a,depaul
70246,70330,1,#4b2e83,washington
70069,52392,1,#e87500,utdallas
50229,16604,1,#8b1f41,asu
61289,69787,1,#bf5700,utexas
56680,51713,1,#e87500,utdallas
69082,44965,1,#990000,usc
69983,61212,1,#4b2e83,washington
62378,60964,1,#861f41,vt
70629,62449,1,#8b1d41,bcblp
70666,70663,1,#97d700,elevate217
70666,70656,1,#97d700,elevate217
70666,70662,1,#97d700,elevate217
70666,70657,1,#97d700,elevate217
63273,63087,1,#e87500,utdallas
63273,63368,1,#e87500,utdallas
70658,70649,1,#97d700,elevate217
58665,69919,1,,competitions
70276,60958,1,#8b1f41,asu
68993,70136,1,#861f41,vt
70629,62845,1,#8b1d41,bcblp
70288,62845,1,#8b1d41,bcblp
62814,71367,1,#bf5700,utexas
62814,69168,1,#bf5700,utexas
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
24317,24317,1,#fa3927,cornell
52150,56448,1,#01235d,ucsd
64380,47223,1,#18453b,msu
61677,70758,1,#861f41,vt
50570,41787,1,#b01f24,unlv
47268,37970,1,#4b2e83,washington
63998,63634,1,#861f41,vt
63998,69021,1,#861f41,vt
63998,69394,1,#861f41,vt
63998,70735,1,#861f41,vt
63998,70139,1,#861f41,vt
63998,70118,1,#861f41,vt
63998,69756,1,#861f41,vt
63998,68993,1,#861f41,vt
63998,70159,1,#861f41,vt
63998,70022,1,#861f41,vt
63998,61223,1,#861f41,vt
63998,69023,1,#861f41,vt
63998,70138,1,#861f41,vt
63998,70165,1,#861f41,vt
63998,69537,1,#861f41,vt
63998,69811,1,#861f41,vt
63998,62767,1,#861f41,vt
63998,69526,1,#861f41,vt
63998,61702,1,#861f41,vt
63998,62880,1,#861f41,vt
63998,69993,1,#861f41,vt
63998,69620,1,#861f41,vt
63998,70269,1,#861f41,vt
63998,69828,1,#861f41,vt
63998,70313,1,#861f41,vt
63998,70133,1,#861f41,vt
63998,70158,1,#861f41,vt
63998,70162,1,#861f41,vt
63998,69985,1,#861f41,vt
63998,69767,1,#861f41,vt
63998,69846,1,#861f41,vt
63998,68995,1,#861f41,vt
63998,69167,1,#861f41,vt
63998,70148,1,#861f41,vt
63998,70083,1,#861f41,vt
63998,69709,1,#861f41,vt
63998,69937,1,#861f41,vt
63998,62109,1,#861f41,vt
63998,69748,1,#861f41,vt
63998,70144,1,#861f41,vt
63998,63448,1,#861f41,vt
63998,69946,1,#861f41,vt
63998,69917,1,#861f41,vt
63998,69141,1,#861f41,vt
63998,69794,1,#861f41,vt
63998,62214,1,#861f41,vt
63998,70150,1,#861f41,vt
63998,69095,1,#861f41,vt
63998,70163,1,#861f41,vt
17555,50431,1,#8b1f41,asu
68928,63427,1,#bf5700,utexas
63998,70175,1,#861f41,vt
63998,70174,1,#861f41,vt
63998,62111,1,#861f41,vt
63998,61919,1,#861f41,vt
63998,70318,1,#861f41,vt
44059,43787,1,#9e1b34,temple
63998,63004,1,#861f41,vt
63998,70142,1,#861f41,vt
70498,62449,1,#8b1d41,bcblp
63998,60964,1,#861f41,vt
63998,70136,1,#861f41,vt
69242,70883,1,#cc0000,bu
63998,69136,1,#861f41,vt
61003,55472,1,#01235d,ucsd
50034,57469,1,#18453b,msu
61289,69797,1,#bf5700,utexas
63998,63122,1,#861f41,vt
11986,69076,1,#18453b,msu
50488,70377,1,#f2c413,ucf
63998,61677,1,#861f41,vt
63998,60977,1,#861f41,vt
70779,70776,1,#cc0000,bu
63998,70161,1,#861f41,vt
63998,69838,1,#861f41,vt
63998,63162,1,#861f41,vt
63998,69525,1,#861f41,vt
63998,70196,1,#861f41,vt
63998,60974,1,#861f41,vt
63998,70720,1,#861f41,vt
63998,69382,1,#861f41,vt
63998,64027,1,#861f41,vt
63998,69984,1,#861f41,vt
63998,70767,1,#861f41,vt
63998,70135,1,#861f41,vt
63998,69920,1,#861f41,vt
63998,62841,1,#861f41,vt
63998,62137,1,#861f41,vt
63998,62206,1,#861f41,vt
70832,70409,1,#8b1f41,asu
62814,71565,1,#bf5700,utexas
63998,70146,1,#861f41,vt
63998,69288,1,#861f41,vt
24317,24317,1,#fa3927,cornell
77337,77409,1,#003091,ie
62323,65001,1,#840028,morehouse
63998,69978,1,#861f41,vt
63998,61694,1,#861f41,vt
63998,70143,1,#861f41,vt
63998,69094,1,#861f41,vt
63998,62211,1,#861f41,vt
63998,63452,1,#861f41,vt
64027,61219,1,#861f41,vt
6439,12669,1,#ec0000,omaha
69964,16662,1,#8b1f41,asu
69964,16610,1,#8b1f41,asu
56680,53288,1,#e87500,utdallas
70629,70498,1,#8b1d41,bcblp
57568,70222,1,#8b1d41,bcblp
61919,61220,1,#861f41,vt
69964,16650,1,#8b1f41,asu
70330,62845,1,#8b1d41,bcblp
69964,16577,1,#8b1f41,asu
69964,48053,1,#8b1f41,asu
64027,60964,1,#861f41,vt
71034,62449,1,#8b1d41,bcblp
28593,61294,1,#8b1f41,asu
71157,46765,1,#fdca21,bowiestate
63549,62413,1,#f56600,clemson
63549,62437,1,#f56600,clemson
63549,63542,1,#f56600,clemson
63549,62406,1,#f56600,clemson
69381,60964,1,#861f41,vt
64159,64210,1,#044a8f,baruch
61422,57088,1,#18453b,msu
44875,33849,1,#N/A,#N/A
38523,33849,1,#8b1f41,asu
33849,70115,1,#990000,usc
61962,68249,1,#044a8f,baruch
69964,37539,1,#8b1f41,asu
69964,39622,1,#8b1f41,asu
71164,69359,1,#03458f,csn
69964,60701,1,#8b1f41,asu
70231,71199,1,#8b1f41,asu
74293,61098,1,#0c69d5,cgiu
62422,74588,1,#f2c413,ucf
74847,74832,1,#0c69d5,cgiu
2127,27961,1,#fa3927,cornell
74611,60506,1,#fec52e,kennesaw
62814,61408,1,#bf5700,utexas
69964,16648,1,#8b1f41,asu
3948,24317,1,#fa3927,cornell
6640,24317,1,#fa3927,cornell
70984,24317,1,#fa3927,cornell
46439,24317,1,#fa3927,cornell
44015,24317,1,#fa3927,cornell
2346,24317,1,#74b1de,columbia
69496,50488,1,#f2c413,ucf
70560,37539,1,#8b1f41,asu
70498,62845,1,#8b1d41,bcblp
71150,71292,1,#03458f,csn
71418,71281,1,#0c69d5,cgiu
71418,70919,1,#0c69d5,cgiu
68239,61166,1,#f56600,clemson
69109,71396,1,#01235d,ucsd
42626,50985,1,#74b1de,columbia
60506,70348,1,#fec52e,kennesaw
70348,60507,1,#fec52e,kennesaw
62245,60507,1,#fec52e,kennesaw
49896,71396,1,#01235d,ucsd
71450,70095,1,#03458f,csn
70822,52891,1,#f58220,utep
16586,68680,1,#8b1f41,asu
71457,70615,1,#044a8f,baruch
42605,71183,1,#07294d,baiada
70930,62449,1,#8b1d41,bcblp
59696,69964,1,#8b1f41,asu
61330,57784,1,#18453b,msu
63549,62507,1,#f56600,clemson
71187,62449,1,#8b1d41,bcblp
68943,40945,1,#9e1b34,temple
46019,16650,1,#8b1f41,asu
71637,61950,1,#044a8f,baruch
62206,69118,1,#861f41,vt
48546,71516,1,#07294d,baiada
49674,54206,1,#74b1de,columbia
41787,63209,1,#9e1b34,temple
70161,60962,1,#861f41,vt
69047,47223,1,#18453b,msu
16603,68503,1,#8b1f41,asu
16620,35730,1,#8b1f41,asu
63427,61639,1,#bf5700,utexas
62481,61639,1,#bf5700,utexas
16653,70117,1,#8b1f41,asu
70876,69360,1,#07294d,baiada
48394,68160,1,#9e1b34,temple
64246,64423,1,#e87500,utdallas
41905,71758,1,#cc0000,bu
68619,68410,1,#005393,st-andrews
63823,69403,1,#bf5700,utexas
71832,61681,1,#861f41,vt
56126,71832,1,#861f41,vt
61677,71832,1,#861f41,vt
60959,70595,1,#2774ae,ucla
71637,61951,1,#044a8f,baruch
68619,68830,1,#005393,st-andrews
61221,70767,1,#861f41,vt
68619,68784,1,#005393,st-andrews
61919,61677,1,#861f41,vt
19941,16640,1,#8b1f41,asu
61919,61219,1,#861f41,vt
68619,61570,1,#005393,st-andrews
71954,61180,1,#f56600,clemson
70329,62449,1,#8b1d41,bcblp
71450,69363,1,#03458f,csn
71450,71374,1,#03458f,csn
71450,62852,1,#03458f,csn
62915,61928,1,#e87500,utdallas
42605,70876,1,#07294d,baiada
70327,62845,1,#8b1d41,bcblp
71450,68659,1,#03458f,csn
71450,69359,1,#03458f,csn
68619,61569,1,#005393,st-andrews
62814,62927,1,#bf5700,utexas
62422,63548,1,#f2c413,ucf
51894,50163,1,#9e1b34,temple
53245,24317,1,#fa3927,cornell
52384,24317,1,#fa3927,cornell
9669,24317,1,#fa3927,cornell
58200,24317,1,#fa3927,cornell
2127,24317,1,#fa3927,cornell
2721,24317,1,#fa3927,cornell
63546,24317,1,#fa3927,cornell
70310,24317,1,#fa3927,cornell
71954,61176,1,#f56600,clemson
71679,30948,1,#f2c413,ucf
71785,62449,1,#8b1d41,bcblp
44897,71970,1,#74b1de,columbia
68160,44146,1,#9e1b34,temple
68160,44151,1,#9e1b34,temple
68160,44416,1,#9e1b34,temple
68160,44170,1,#9e1b34,temple
62214,61222,1,#861f41,vt
71761,61964,1,#00764a,bcc
60958,70328,1,#2774ae,ucla
68302,16631,1,#8b1f41,asu
62206,61222,1,#861f41,vt
72043,63770,1,#8b1f41,asu
72043,72042,1,#8b1f41,asu
72042,63770,1,#8b1f41,asu
60281,57284,1,#18453b,msu
16578,70439,1,#8b1f41,asu
16653,34260,1,#8b1f41,asu
62853,71120,1,#03458f,csn
48393,68160,1,#9e1b34,temple
72203,61964,1,#00764a,bcc
71904,6668,1,#fa3927,cornell
71904,1561,1,#fa3927,cornell
72203,72224,1,#00764a,bcc
72270,71266,1,#8b1f41,asu
41684,63254,1,#8b1f41,asu
68408,9635,1,#430b00,rowan
58612,70605,1,#fa3927,cornell
71450,71580,1,#03458f,csn
59039,46765,1,#fdca21,bowiestate
72400,71898,1,#ff1f3e,utmb
50488,62856,1,#f2c413,ucf
56963,62422,1,#f2c413,ucf
72441,61964,1,#00764a,bcc
70883,55125,1,#cc0000,bu
71277,62853,1,#03458f,csn
18434,16662,1,#8b1f41,asu
71713,62853,1,#03458f,csn
71880,60964,1,#861f41,vt
62544,61222,1,#861f41,vt
16587,70409,1,#8b1f41,asu
51337,72538,1,#fa3927,cornell
70321,62449,1,#8b1d41,bcblp
62853,71015,1,#03458f,csn
62425,49445,1,#f2c413,ucf
69426,62483,1,#a50000,bradley
62137,60962,1,#861f41,vt
60964,72523,1,#861f41,vt
69297,30948,1,#f2c413,ucf
46906,71552,1,#bf5700,utexas
70546,60701,1,#8b1f41,asu
69790,60964,1,#861f41,vt
62777,70595,1,#2774ae,ucla
72705,60506,1,#fec52e,kennesaw
72203,72521,1,#00764a,bcc
62378,70262,1,#861f41,vt
71415,70892,1,#ff610d,syracuse
72270,70560,1,#8b1f41,asu
68578,55390,1,#a50000,bradley
70775,57784,1,#18453b,msu
73915,60964,1,#861f41,vt
71546,37911,1,#469ed9,umanitoba
58617,24317,1,#fa3927,cornell
72292,24317,1,#fa3927,cornell
73257,24317,1,#fa3927,cornell
75389,24317,1,#fa3927,cornell
77452,77423,1,#003091,ie
77372,77368,1,#003091,ie
62323,64136,1,#840028,morehouse
77337,77425,1,#003091,ie
77417,77334,1,#003091,ie
78350,77411,1,#003091,ie
63004,72302,1,#861f41,vt
72732,44526,1,#430b00,rowan
71981,72730,1,#46166b,albany
57088,68141,1,#18453b,msu
72736,62449,1,#8b1d41,bcblp
72028,62853,1,#03458f,csn
71374,62853,1,#03458f,csn
61677,60962,1,#861f41,vt
62853,72785,1,#03458f,csn
70617,60962,1,#861f41,vt
72817,70617,1,,competitions
71880,60962,1,#861f41,vt
60959,70010,1,#2774ae,ucla
68482,60962,1,#861f41,vt
63273,70482,1,#e87500,utdallas
57621,70548,1,#8b1f41,asu
62777,72853,1,#2774ae,ucla
34311,72820,1,#cc0000,bu
72751,62449,1,#8b1d41,bcblp
50034,62839,1,#18453b,msu
72000,71965,1,,competitions
73009,71450,1,#03458f,csn
70192,61964,1,,competitions
70141,60962,1,#861f41,vt
60959,73085,1,#2774ae,ucla
57283,55759,1,#18453b,msu
61292,72941,1,#bf5700,utexas
60106,61324,1,#fdca21,bowiestate
60958,73085,1,#2774ae,ucla
60958,72760,1,#2774ae,ucla
60959,73110,1,#2774ae,ucla
62853,72008,1,#03458f,csn
52217,52196,1,#469ed9,umanitoba
62777,73085,1,#2774ae,ucla
61291,63138,1,#bf5700,utexas
72614,28879,1,#f2c413,ucf
52217,47115,1,#469ed9,umanitoba
52217,56626,1,#469ed9,umanitoba
52217,46577,1,#469ed9,umanitoba
52217,52882,1,#469ed9,umanitoba
72564,61964,1,#00764a,bcc
70475,52904,1,#e87500,utdallas
73126,72469,1,,competitions
71525,7005,1,#fa3927,cornell
60790,7005,1,#fa3927,cornell
40007,7005,1,#fa3927,cornell
70329,62845,1,#8b1d41,bcblp
73221,71760,1,,competitions
62839,63933,1,#18453b,msu
69076,57198,1,#18453b,msu
72956,70739,1,,competitions
72765,72723,1,#00306d,qcc
63911,64169,1,#044a8f,baruch
62839,62085,1,#18453b,msu
35591,33598,1,#N/A,#N/A
70281,52536,1,#e87500,utdallas
70281,56831,1,#e87500,utdallas
70281,59952,1,#e87500,utdallas
70281,52573,1,#e87500,utdallas
70281,62773,1,#e87500,utdallas
70169,70170,1,#f04f23,utrgv
69507,29264,1,#74b1de,columbia
69507,36892,1,#74b1de,columbia
61324,1477,1,#fdca21,bowiestate
49569,59993,1,#01235d,ucsd
62214,60962,1,#861f41,vt
73304,61964,1,#00764a,bcc
72782,63025,1,#00306d,qcc
73392,60506,1,#fec52e,kennesaw
70558,73373,1,#8b1f41,asu
71038,62449,1,#8b1d41,bcblp
73436,2424,1,#fa3927,cornell
73436,6325,1,#fa3927,cornell
73436,2461,1,#fa3927,cornell
72760,70328,1,#2774ae,ucla
70558,73434,1,#8b1f41,asu
72481,60106,1,#fdca21,bowiestate
45197,72543,1,#9e1b34,temple
33154,72614,1,#f2c413,ucf
24063,17378,1,#8b1f41,asu
70252,15481,1,#430b00,rowan
57088,63949,1,#18453b,msu
2296,68762,1,#fa3927,cornell
73619,40945,1,#9e1b34,temple
46906,64406,1,#bf5700,utexas
62708,72236,1,#f56600,clemson
62708,62598,1,#f56600,clemson
70553,58576,1,#011a47,ucsf
73456,62449,1,#8b1d41,bcblp
73433,49556,1,#01235d,ucsd
19888,48053,1,#8b1f41,asu
51781,73433,1,#01235d,ucsd
71772,71844,1,#0061a0,lehman
70252,8280,1,#430b00,rowan
70750,48971,1,#01235d,ucsd
56879,40945,1,#9e1b34,temple
13309,72602,1,#430b00,rowan
13299,71657,1,#0e529a,depaul
70199,40945,1,#9e1b34,temple
70281,69395,1,#e87500,utdallas
52392,70281,1,#e87500,utdallas
73303,73311,1,#0c69d5,cgiu
72760,72466,1,#2774ae,ucla
45157,53811,1,#9e1b34,temple
61694,60962,1,#861f41,vt
73005,62458,1,#82e3ff,csi
47159,61513,1,#8b1f41,asu
68301,63694,1,#e87500,utdallas
40945,75396,1,#9e1b34,temple
69915,71764,1,#8b1f41,asu
77703,24317,1,#fa3927,cornell
77739,68185,1,#07294d,baiada
60184,74660,1,#000000,forest
77409,77391,1,#003091,ie
62323,66473,1,#840028,morehouse
59854,16610,1,#8b1f41,asu
59854,16662,1,#8b1f41,asu
46906,72244,1,#bf5700,utexas
72299,71284,1,#f58025,uta
16604,59854,1,#8b1f41,asu
52392,63609,1,#e87500,utdallas
72992,61964,1,#b01f24,unlv
72346,60959,1,#2774ae,ucla
70608,18129,1,#07294d,baiada
62433,61172,1,#f56600,clemson
71275,61175,1,#f56600,clemson
74110,73138,1,#0a304e,cwruentrepreneurship
74113,73140,1,#0a304e,cwruentrepreneurship
74110,73140,1,#0a304e,cwruentrepreneurship
46767,74141,1,#fdca21,bowiestate
74110,73144,1,#0a304e,cwruentrepreneurship
74113,73139,1,#0a304e,cwruentrepreneurship
48262,54652,1,#74b1de,columbia
74113,73138,1,#0a304e,cwruentrepreneurship
71937,73742,1,,competitions
49437,39622,1,#8b1f41,asu
74113,73144,1,#0a304e,cwruentrepreneurship
69360,40366,1,#07294d,baiada
50488,68883,1,#f2c413,ucf
63725,61289,1,#bf5700,utexas
73216,61964,1,#00764a,bcc
74243,72760,1,#2774ae,ucla
74074,74247,1,#861f41,vt
74074,74248,1,#861f41,vt
74248,74247,1,#861f41,vt
59854,48053,1,#8b1f41,asu
50488,74262,1,#f2c413,ucf
74260,9635,1,#430b00,rowan
74260,9512,1,#430b00,rowan
73485,62449,1,#8b1d41,bcblp
74213,70116,1,#57068c,nyu
74213,73393,1,#57068c,nyu
69915,73409,1,#8b1f41,asu
69915,73410,1,#8b1f41,asu
62206,60964,1,#861f41,vt
74213,74200,1,#57068c,nyu
68314,47159,1,#8b1f41,asu
73943,60506,1,#fec52e,kennesaw
58035,70968,1,#ffffff,null
57791,70968,1,#ffffff,null
69115,15342,1,#fa3927,cornell
62708,62725,1,#f56600,clemson
63609,53140,1,#e87500,utdallas
73225,61964,1,#00764a,bcc
57242,57784,1,#18453b,msu
61289,74090,1,#bf5700,utexas
56858,41683,1,#8b1f41,asu
73727,62449,1,#8b1d41,bcblp
72792,72841,1,#0061a0,lehman
72792,73041,1,#0061a0,lehman
72792,72967,1,#0061a0,lehman
68237,71171,1,#f04f23,utrgv
2127,60027,1,#fa3927,cornell
74468,62458,1,#82e3ff,csi
61919,71213,1,#861f41,vt
71293,48938,1,#01235d,ucsd
71293,55914,1,#01235d,ucsd
62708,62574,1,#f56600,clemson
19456,39622,1,#8b1f41,asu
62708,62166,1,#f56600,clemson
70281,63403,1,#e87500,utdallas
62323,63774,1,#840028,morehouse
62323,76202,1,#840028,morehouse
73414,62449,1,#8b1d41,bcblp
74207,62679,1,#002d74,uttyler
74508,74504,1,#e87500,utdallas
52250,73914,1,#74b1de,columbia
62111,60964,1,#861f41,vt
69379,49873,1,#0e529a,depaul
69379,14268,1,#0e529a,depaul
74565,48053,1,#8b1f41,asu
58576,74386,1,#011a47,ucsf
52167,74566,1,#e87500,utdallas
13470,69379,1,#0e529a,depaul
50488,74588,1,#f2c413,ucf
28478,74588,1,#f2c413,ucf
50488,74595,1,#f2c413,ucf
62725,61163,1,#f56600,clemson
46766,61126,1,#fdca21,bowiestate
30704,74588,1,#f2c413,ucf
74609,71281,1,#0c69d5,cgiu
74609,73272,1,#0c69d5,cgiu
74609,71933,1,#0c69d5,cgiu
74609,71023,1,#0c69d5,cgiu
74609,72584,1,#0c69d5,cgiu
56858,74590,1,#8b1f41,asu
70161,69118,1,#861f41,vt
51030,15344,1,#fa3927,cornell
73915,69118,1,#861f41,vt
62420,74588,1,#f2c413,ucf
33154,63280,1,#f2c413,ucf
71940,74573,1,#4b2e83,washington
70141,69118,1,#861f41,vt
33154,74588,1,#f2c413,ucf
60964,69978,1,#861f41,vt
70141,60964,1,#861f41,vt
73763,60959,1,#2774ae,ucla
74778,74413,1,#0c69d5,cgiu
74778,71703,1,#0c69d5,cgiu
62814,74669,1,#bf5700,utexas
62814,70522,1,#bf5700,utexas
62814,74879,1,#bf5700,utexas
70617,61221,1,#861f41,vt
62814,71044,1,#bf5700,utexas
74798,39239,1,#469ed9,umanitoba
62323,64139,1,#840028,morehouse
77337,77368,1,#003091,ie
77409,77424,1,#003091,ie
77418,77391,1,#003091,ie
77321,77320,1,#003091,ie
77368,77365,1,#003091,ie
62323,64144,1,#840028,morehouse
74490,53196,1,#990000,usc
71293,53377,1,#01235d,ucsd
30948,74588,1,#f2c413,ucf
32907,45692,1,#f2c413,ucf
62121,61165,1,#f56600,clemson
62121,72236,1,#f56600,clemson
62469,62181,1,#f56600,clemson
30749,74588,1,#f2c413,ucf
74937,74963,1,#9e1b34,temple
70735,60962,1,#861f41,vt
52066,60985,1,#74b1de,columbia
61220,60962,1,#861f41,vt
33749,57284,1,#18453b,msu
46906,74953,1,#bf5700,utexas
46906,61332,1,#bf5700,utexas
75045,62181,1,#f56600,clemson
74149,61220,1,#861f41,vt
30703,74595,1,#f2c413,ucf
62903,61164,1,#f56600,clemson
62903,64227,1,#f56600,clemson
62903,61168,1,#f56600,clemson
62903,61177,1,#f56600,clemson
62903,61163,1,#f56600,clemson
62903,61176,1,#f56600,clemson
62574,61179,1,#f56600,clemson
62574,72236,1,#f56600,clemson
62903,62181,1,#f56600,clemson
62903,71954,1,#f56600,clemson
57722,52361,1,#fa3927,cornell
53535,70573,1,#01235d,ucsd
49975,68650,1,#74b1de,columbia
70161,60964,1,#861f41,vt
60959,73749,1,#2774ae,ucla
60959,73028,1,#2774ae,ucla
60959,73774,1,#2774ae,ucla
60959,72187,1,#2774ae,ucla
60959,73762,1,#2774ae,ucla
60959,70552,1,#2774ae,ucla
2296,63170,1,#fa3927,cornell
62903,61162,1,#f56600,clemson
63998,73915,1,#861f41,vt
72742,52392,1,#e87500,utdallas
70573,70966,1,#01235d,ucsd
62438,71957,1,#f56600,clemson
71954,61162,1,#f56600,clemson
72725,56126,1,#861f41,vt
62469,62574,1,#f56600,clemson
1477,14242,1,#fa3927,cornell
1477,2798,1,#fa3927,cornell
35617,27889,1,#cc0000,bu
62777,73028,1,#2774ae,ucla
70752,60962,1,#861f41,vt
69141,60962,1,#861f41,vt
62903,61175,1,#f56600,clemson
62121,61175,1,#f56600,clemson
73669,50488,1,#f2c413,ucf
68463,75436,1,#fec52e,kennesaw
70332,62845,1,#8b1d41,bcblp
68463,60506,1,#fec52e,kennesaw
61489,75451,1,#bf5700,utexas
62121,61180,1,#f56600,clemson
62121,61178,1,#f56600,clemson
62121,72477,1,#f56600,clemson
62121,71954,1,#f56600,clemson
51894,59740,1,#9e1b34,temple
51894,70879,1,#9e1b34,temple
51894,51016,1,#9e1b34,temple
51894,59947,1,#9e1b34,temple
62574,61175,1,#f56600,clemson
46906,68792,1,#bf5700,utexas
77442,77344,1,#003091,ie
77337,77386,1,#003091,ie
77321,77409,1,#003091,ie
77376,77368,1,#003091,ie
77321,77442,1,#003091,ie
73258,74995,1,#0c69d5,cgiu
73258,74849,1,#0c69d5,cgiu
51894,68943,1,#9e1b34,temple
74778,71567,1,#0c69d5,cgiu
74778,74995,1,#0c69d5,cgiu
74778,74933,1,#0c69d5,cgiu
74778,73781,1,#0c69d5,cgiu
74778,72295,1,#0c69d5,cgiu
74778,75448,1,#0c69d5,cgiu
74778,75070,1,#0c69d5,cgiu
40945,75481,1,#9e1b34,temple
57088,57222,1,#18453b,msu
46767,61265,1,#fdca21,bowiestate
46906,70336,1,#bf5700,utexas
60964,74149,1,#861f41,vt
73258,75491,1,#0c69d5,cgiu
69784,72463,1,#46166b,albany
75565,58351,1,#8b1f41,asu
74778,70764,1,#0c69d5,cgiu
74778,71326,1,#0c69d5,cgiu
74778,74991,1,#0c69d5,cgiu
74778,70993,1,#0c69d5,cgiu
74778,74849,1,#0c69d5,cgiu
74778,73376,1,#0c69d5,cgiu
69784,72474,1,#46166b,albany
69784,71197,1,#46166b,albany
70626,21052,1,#07294d,baiada
77409,77418,1,#003091,ie
77337,77407,1,#003091,ie
77337,77417,1,#003091,ie
77376,77320,1,#003091,ie
77321,77405,1,#003091,ie
77436,77446,1,#003091,ie
77417,77405,1,#003091,ie
78350,77446,1,#003091,ie
77442,77411,1,#003091,ie
74778,73655,1,#0c69d5,cgiu
69784,71981,1,#46166b,albany
69784,73103,1,#46166b,albany
69784,73665,1,#46166b,albany
69784,73636,1,#46166b,albany
69784,72787,1,#46166b,albany
69784,73640,1,#46166b,albany
69784,73705,1,#46166b,albany
73028,74316,1,#2774ae,ucla
69784,73878,1,#46166b,albany
75593,70396,1,#8b1f41,asu
69784,73745,1,#46166b,albany
75938,68802,1,#bf5700,utexas
73377,47911,1,#f2c413,ucf
73377,38717,1,#f2c413,ucf
73377,28879,1,#f2c413,ucf
60709,16648,1,#8b1f41,asu
69663,39622,1,#8b1f41,asu
76573,68262,1,#bf5700,utexas
76573,61332,1,#bf5700,utexas
76573,68802,1,#bf5700,utexas
70281,50621,1,#e87500,utdallas
70281,53046,1,#e87500,utdallas
70281,53113,1,#e87500,utdallas
77368,77452,1,#003091,ie
77452,77418,1,#003091,ie
77321,77368,1,#003091,ie
77321,77363,1,#003091,ie
77452,77396,1,#003091,ie
77396,77386,1,#003091,ie
